"well_ID","time_min","treatment","enzyme","absorbance","substrate"
"D7",6,"A","HoP",0.0813,"MBTH/DMAB"
"D8",6,"B","HoP",0.0833,"MBTH/DMAB"
"A1",6.5,"A_H2O2","MnP",0.6204,"MBTH/DMAB"
"A2",6.5,"B_H2O2","MnP",0.0614,"MBTH/DMAB"
"A3",6.5,"A","MnP",0.0853,"MBTH/DMAB"
"A4",6.5,"B","MnP",0.0623,"MBTH/DMAB"
"A5",6.5,"A_H2O2","HoP",0.5139,"MBTH/DMAB"
"A6",6.5,"B_H2O2","HoP",0.519,"MBTH/DMAB"
"A7",6.5,"A","HoP",0.0813,"MBTH/DMAB"
"A8",6.5,"B","HoP",0.082,"MBTH/DMAB"
"B1",6.5,"A_H2O2","MnP",0.7219,"MBTH/DMAB"
"B2",6.5,"B_H2O2","MnP",0.0665,"MBTH/DMAB"
"B3",6.5,"A","MnP",0.0849,"MBTH/DMAB"
"B4",6.5,"B","MnP",0.0631,"MBTH/DMAB"
"B5",6.5,"A_H2O2","HoP",0.5151,"MBTH/DMAB"
"B6",6.5,"B_H2O2","HoP",0.4876,"MBTH/DMAB"
"B7",6.5,"A","HoP",0.0814,"MBTH/DMAB"
"B8",6.5,"B","HoP",0.0825,"MBTH/DMAB"
"C1",6.5,"A_H2O2","MnP",0.662,"MBTH/DMAB"
"C2",6.5,"B_H2O2","MnP",0.0681,"MBTH/DMAB"
"C3",6.5,"A","MnP",0.0836,"MBTH/DMAB"
"C4",6.5,"B","MnP",0.0646,"MBTH/DMAB"
"C5",6.5,"A_H2O2","HoP",0.5034,"MBTH/DMAB"
"C6",6.5,"B_H2O2","HoP",0.5436,"MBTH/DMAB"
"C7",6.5,"A","HoP",0.0817,"MBTH/DMAB"
"C8",6.5,"B","HoP",0.0836,"MBTH/DMAB"
"D1",6.5,"A_H2O2","MnP",0.6087,"MBTH/DMAB"
"D2",6.5,"B_H2O2","MnP",0.0661,"MBTH/DMAB"
"D3",6.5,"A","MnP",0.0845,"MBTH/DMAB"
"D4",6.5,"B","MnP",0.0648,"MBTH/DMAB"
"D5",6.5,"A_H2O2","HoP",0.4913,"MBTH/DMAB"
"D6",6.5,"B_H2O2","HoP",0.5027,"MBTH/DMAB"
"D7",6.5,"A","HoP",0.082,"MBTH/DMAB"
"D8",6.5,"B","HoP",0.0838,"MBTH/DMAB"
"A1",7,"A_H2O2","MnP",0.6416,"MBTH/DMAB"
"A2",7,"B_H2O2","MnP",0.0618,"MBTH/DMAB"
"A3",7,"A","MnP",0.0851,"MBTH/DMAB"
"A4",7,"B","MnP",0.0621,"MBTH/DMAB"
"A5",7,"A_H2O2","HoP",0.5383,"MBTH/DMAB"
"A6",7,"B_H2O2","HoP",0.5484,"MBTH/DMAB"
"A7",7,"A","HoP",0.0839,"MBTH/DMAB"
"A8",7,"B","HoP",0.083,"MBTH/DMAB"
"B1",7,"A_H2O2","MnP",0.7466,"MBTH/DMAB"
"B2",7,"B_H2O2","MnP",0.0669,"MBTH/DMAB"
"B3",7,"A","MnP",0.0839,"MBTH/DMAB"
"B4",7,"B","MnP",0.0644,"MBTH/DMAB"
"B5",7,"A_H2O2","HoP",0.5426,"MBTH/DMAB"
"B6",7,"B_H2O2","HoP",0.515,"MBTH/DMAB"
"B7",7,"A","HoP",0.0825,"MBTH/DMAB"
"B8",7,"B","HoP",0.0839,"MBTH/DMAB"
"C1",7,"A_H2O2","MnP",0.6808,"MBTH/DMAB"
"C2",7,"B_H2O2","MnP",0.068,"MBTH/DMAB"
"C3",7,"A","MnP",0.0841,"MBTH/DMAB"
"C4",7,"B","MnP",0.0649,"MBTH/DMAB"
"C5",7,"A_H2O2","HoP",0.5292,"MBTH/DMAB"
"C6",7,"B_H2O2","HoP",0.5733,"MBTH/DMAB"
"C7",7,"A","HoP",0.0826,"MBTH/DMAB"
"C8",7,"B","HoP",0.0842,"MBTH/DMAB"
"D1",7,"A_H2O2","MnP",0.6319,"MBTH/DMAB"
"D2",7,"B_H2O2","MnP",0.0667,"MBTH/DMAB"
"D3",7,"A","MnP",0.086,"MBTH/DMAB"
"D4",7,"B","MnP",0.0649,"MBTH/DMAB"
"D5",7,"A_H2O2","HoP",0.5157,"MBTH/DMAB"
"D6",7,"B_H2O2","HoP",0.5272,"MBTH/DMAB"
"D7",7,"A","HoP",0.0826,"MBTH/DMAB"
"D8",7,"B","HoP",0.0846,"MBTH/DMAB"
"A1",7.5,"A_H2O2","MnP",0.6389,"MBTH/DMAB"
"A2",7.5,"B_H2O2","MnP",0.0622,"MBTH/DMAB"
"A3",7.5,"A","MnP",0.0852,"MBTH/DMAB"
"A4",7.5,"B","MnP",0.0635,"MBTH/DMAB"
"A5",7.5,"A_H2O2","HoP",0.5626,"MBTH/DMAB"
"A6",7.5,"B_H2O2","HoP",0.576,"MBTH/DMAB"
"A7",7.5,"A","HoP",0.0828,"MBTH/DMAB"
"A8",7.5,"B","HoP",0.0835,"MBTH/DMAB"
"B1",7.5,"A_H2O2","MnP",0.7698,"MBTH/DMAB"
"B2",7.5,"B_H2O2","MnP",0.0672,"MBTH/DMAB"
"B3",7.5,"A","MnP",0.0846,"MBTH/DMAB"
"B4",7.5,"B","MnP",0.0652,"MBTH/DMAB"
"B5",7.5,"A_H2O2","HoP",0.5683,"MBTH/DMAB"
"B6",7.5,"B_H2O2","HoP",0.5398,"MBTH/DMAB"
"B7",7.5,"A","HoP",0.083,"MBTH/DMAB"
"B8",7.5,"B","HoP",0.0843,"MBTH/DMAB"
"C1",7.5,"A_H2O2","MnP",0.6896,"MBTH/DMAB"
"C2",7.5,"B_H2O2","MnP",0.0708,"MBTH/DMAB"
"C3",7.5,"A","MnP",0.0842,"MBTH/DMAB"
"C4",7.5,"B","MnP",0.0648,"MBTH/DMAB"
"C5",7.5,"A_H2O2","HoP",0.5537,"MBTH/DMAB"
"C6",7.5,"B_H2O2","HoP",0.6026,"MBTH/DMAB"
"C7",7.5,"A","HoP",0.0828,"MBTH/DMAB"
"C8",7.5,"B","HoP",0.0856,"MBTH/DMAB"
"D1",7.5,"A_H2O2","MnP",0.646,"MBTH/DMAB"
"D2",7.5,"B_H2O2","MnP",0.0674,"MBTH/DMAB"
"D3",7.5,"A","MnP",0.0849,"MBTH/DMAB"
"D4",7.5,"B","MnP",0.0658,"MBTH/DMAB"
"D5",7.5,"A_H2O2","HoP",0.541,"MBTH/DMAB"
"D6",7.5,"B_H2O2","HoP",0.5476,"MBTH/DMAB"
"D7",7.5,"A","HoP",0.0838,"MBTH/DMAB"
"D8",7.5,"B","HoP",0.0859,"MBTH/DMAB"
"A1",8,"A_H2O2","MnP",0.6462,"MBTH/DMAB"
"A2",8,"B_H2O2","MnP",0.063,"MBTH/DMAB"
"A3",8,"A","MnP",0.0854,"MBTH/DMAB"
"A4",8,"B","MnP",0.0627,"MBTH/DMAB"
"A5",8,"A_H2O2","HoP",0.5833,"MBTH/DMAB"
"A6",8,"B_H2O2","HoP",0.6054,"MBTH/DMAB"
"A7",8,"A","HoP",0.0839,"MBTH/DMAB"
"A8",8,"B","HoP",0.0845,"MBTH/DMAB"
"B1",8,"A_H2O2","MnP",0.7976,"MBTH/DMAB"
"B2",8,"B_H2O2","MnP",0.0673,"MBTH/DMAB"
"B3",8,"A","MnP",0.0842,"MBTH/DMAB"
"B4",8,"B","MnP",0.0643,"MBTH/DMAB"
"B5",8,"A_H2O2","HoP",0.5952,"MBTH/DMAB"
"B6",8,"B_H2O2","HoP",0.5664,"MBTH/DMAB"
"B7",8,"A","HoP",0.0838,"MBTH/DMAB"
"B8",8,"B","HoP",0.0847,"MBTH/DMAB"
"C1",8,"A_H2O2","MnP",0.7071,"MBTH/DMAB"
"C2",8,"B_H2O2","MnP",0.0714,"MBTH/DMAB"
"C3",8,"A","MnP",0.0844,"MBTH/DMAB"
"C4",8,"B","MnP",0.0659,"MBTH/DMAB"
"C5",8,"A_H2O2","HoP",0.5799,"MBTH/DMAB"
"C6",8,"B_H2O2","HoP",0.6311,"MBTH/DMAB"
"C7",8,"A","HoP",0.0837,"MBTH/DMAB"
"C8",8,"B","HoP",0.0858,"MBTH/DMAB"
"D1",8,"A_H2O2","MnP",0.6751,"MBTH/DMAB"
"D2",8,"B_H2O2","MnP",0.0686,"MBTH/DMAB"
"D3",8,"A","MnP",0.0854,"MBTH/DMAB"
"D4",8,"B","MnP",0.0664,"MBTH/DMAB"
"D5",8,"A_H2O2","HoP",0.5722,"MBTH/DMAB"
"D6",8,"B_H2O2","HoP",0.5699,"MBTH/DMAB"
"D7",8,"A","HoP",0.0843,"MBTH/DMAB"
"D8",8,"B","HoP",0.086,"MBTH/DMAB"
"A1",8.5,"A_H2O2","MnP",0.6562,"MBTH/DMAB"
"A2",8.5,"B_H2O2","MnP",0.0636,"MBTH/DMAB"
"A3",8.5,"A","MnP",0.0851,"MBTH/DMAB"
"A4",8.5,"B","MnP",0.064,"MBTH/DMAB"
"A5",8.5,"A_H2O2","HoP",0.6043,"MBTH/DMAB"
"A6",8.5,"B_H2O2","HoP",0.637,"MBTH/DMAB"
"A7",8.5,"A","HoP",0.0837,"MBTH/DMAB"
"A8",8.5,"B","HoP",0.0849,"MBTH/DMAB"
"B1",8.5,"A_H2O2","MnP",0.8205,"MBTH/DMAB"
"B2",8.5,"B_H2O2","MnP",0.0678,"MBTH/DMAB"
"B3",8.5,"A","MnP",0.0846,"MBTH/DMAB"
"B4",8.5,"B","MnP",0.0649,"MBTH/DMAB"
"B5",8.5,"A_H2O2","HoP",0.623,"MBTH/DMAB"
"B6",8.5,"B_H2O2","HoP",0.591,"MBTH/DMAB"
"B7",8.5,"A","HoP",0.0841,"MBTH/DMAB"
"B8",8.5,"B","HoP",0.0857,"MBTH/DMAB"
"C1",8.5,"A_H2O2","MnP",0.7261,"MBTH/DMAB"
"C2",8.5,"B_H2O2","MnP",0.0729,"MBTH/DMAB"
"C3",8.5,"A","MnP",0.0845,"MBTH/DMAB"
"C4",8.5,"B","MnP",0.0665,"MBTH/DMAB"
"C5",8.5,"A_H2O2","HoP",0.6089,"MBTH/DMAB"
"C6",8.5,"B_H2O2","HoP",0.6621,"MBTH/DMAB"
"C7",8.5,"A","HoP",0.0844,"MBTH/DMAB"
"C8",8.5,"B","HoP",0.0861,"MBTH/DMAB"
"D1",8.5,"A_H2O2","MnP",0.7028,"MBTH/DMAB"
"D2",8.5,"B_H2O2","MnP",0.069,"MBTH/DMAB"
"D3",8.5,"A","MnP",0.0852,"MBTH/DMAB"
"D4",8.5,"B","MnP",0.0669,"MBTH/DMAB"
"D5",8.5,"A_H2O2","HoP",0.6038,"MBTH/DMAB"
"D6",8.5,"B_H2O2","HoP",0.5939,"MBTH/DMAB"
"D7",8.5,"A","HoP",0.0851,"MBTH/DMAB"
"D8",8.5,"B","HoP",0.0872,"MBTH/DMAB"
"A1",9,"A_H2O2","MnP",0.6715,"MBTH/DMAB"
"A2",9,"B_H2O2","MnP",0.0641,"MBTH/DMAB"
"A3",9,"A","MnP",0.0852,"MBTH/DMAB"
"A4",9,"B","MnP",0.0643,"MBTH/DMAB"
"A5",9,"A_H2O2","HoP",0.6238,"MBTH/DMAB"
"A6",9,"B_H2O2","HoP",0.6623,"MBTH/DMAB"
"A7",9,"A","HoP",0.0848,"MBTH/DMAB"
"A8",9,"B","HoP",0.0854,"MBTH/DMAB"
"B1",9,"A_H2O2","MnP",0.8556,"MBTH/DMAB"
"B2",9,"B_H2O2","MnP",0.0683,"MBTH/DMAB"
"B3",9,"A","MnP",0.0852,"MBTH/DMAB"
"B4",9,"B","MnP",0.0647,"MBTH/DMAB"
"B5",9,"A_H2O2","HoP",0.6485,"MBTH/DMAB"
"B6",9,"B_H2O2","HoP",0.6137,"MBTH/DMAB"
"B7",9,"A","HoP",0.0845,"MBTH/DMAB"
"B8",9,"B","HoP",0.0858,"MBTH/DMAB"
"C1",9,"A_H2O2","MnP",0.7516,"MBTH/DMAB"
"C2",9,"B_H2O2","MnP",0.0724,"MBTH/DMAB"
"C3",9,"A","MnP",0.0849,"MBTH/DMAB"
"C4",9,"B","MnP",0.0666,"MBTH/DMAB"
"C5",9,"A_H2O2","HoP",0.6349,"MBTH/DMAB"
"C6",9,"B_H2O2","HoP",0.6888,"MBTH/DMAB"
"C7",9,"A","HoP",0.0851,"MBTH/DMAB"
"C8",9,"B","HoP",0.0866,"MBTH/DMAB"
"D1",9,"A_H2O2","MnP",0.726,"MBTH/DMAB"
"D2",9,"B_H2O2","MnP",0.0697,"MBTH/DMAB"
"D3",9,"A","MnP",0.0852,"MBTH/DMAB"
"D4",9,"B","MnP",0.0671,"MBTH/DMAB"
"D5",9,"A_H2O2","HoP",0.6311,"MBTH/DMAB"
"D6",9,"B_H2O2","HoP",0.6182,"MBTH/DMAB"
"D7",9,"A","HoP",0.0854,"MBTH/DMAB"
"D8",9,"B","HoP",0.0871,"MBTH/DMAB"
"A1",9.5,"A_H2O2","MnP",0.6908,"MBTH/DMAB"
"A2",9.5,"B_H2O2","MnP",0.0645,"MBTH/DMAB"
"A3",9.5,"A","MnP",0.0854,"MBTH/DMAB"
"A4",9.5,"B","MnP",0.0647,"MBTH/DMAB"
"A5",9.5,"A_H2O2","HoP",0.6449,"MBTH/DMAB"
"A6",9.5,"B_H2O2","HoP",0.683,"MBTH/DMAB"
"A7",9.5,"A","HoP",0.0859,"MBTH/DMAB"
"A8",9.5,"B","HoP",0.0866,"MBTH/DMAB"
"B1",9.5,"A_H2O2","MnP",0.889,"MBTH/DMAB"
"B2",9.5,"B_H2O2","MnP",0.0685,"MBTH/DMAB"
"B3",9.5,"A","MnP",0.0855,"MBTH/DMAB"
"B4",9.5,"B","MnP",0.0656,"MBTH/DMAB"
"B5",9.5,"A_H2O2","HoP",0.6723,"MBTH/DMAB"
"B6",9.5,"B_H2O2","HoP",0.6371,"MBTH/DMAB"
"B7",9.5,"A","HoP",0.085,"MBTH/DMAB"
"B8",9.5,"B","HoP",0.0863,"MBTH/DMAB"
"C1",9.5,"A_H2O2","MnP",0.7794,"MBTH/DMAB"
"C2",9.5,"B_H2O2","MnP",0.073,"MBTH/DMAB"
"C3",9.5,"A","MnP",0.0848,"MBTH/DMAB"
"C4",9.5,"B","MnP",0.0668,"MBTH/DMAB"
"C5",9.5,"A_H2O2","HoP",0.6601,"MBTH/DMAB"
"C6",9.5,"B_H2O2","HoP",0.7154,"MBTH/DMAB"
"C7",9.5,"A","HoP",0.0853,"MBTH/DMAB"
"C8",9.5,"B","HoP",0.0875,"MBTH/DMAB"
"D1",9.5,"A_H2O2","MnP",0.7547,"MBTH/DMAB"
"D2",9.5,"B_H2O2","MnP",0.0699,"MBTH/DMAB"
"D3",9.5,"A","MnP",0.0851,"MBTH/DMAB"
"D4",9.5,"B","MnP",0.0679,"MBTH/DMAB"
"D5",9.5,"A_H2O2","HoP",0.657,"MBTH/DMAB"
"D6",9.5,"B_H2O2","HoP",0.6406,"MBTH/DMAB"
"D7",9.5,"A","HoP",0.0858,"MBTH/DMAB"
"D8",9.5,"B","HoP",0.0877,"MBTH/DMAB"
"A1",10,"A_H2O2","MnP",0.7095,"MBTH/DMAB"
"A2",10,"B_H2O2","MnP",0.0656,"MBTH/DMAB"
"A3",10,"A","MnP",0.0852,"MBTH/DMAB"
"A4",10,"B","MnP",0.0653,"MBTH/DMAB"
"A5",10,"A_H2O2","HoP",0.6715,"MBTH/DMAB"
"A6",10,"B_H2O2","HoP",0.7032,"MBTH/DMAB"
"A7",10,"A","HoP",0.0853,"MBTH/DMAB"
"A8",10,"B","HoP",0.0862,"MBTH/DMAB"
"B1",10,"A_H2O2","MnP",0.9204,"MBTH/DMAB"
"B2",10,"B_H2O2","MnP",0.0691,"MBTH/DMAB"
"B3",10,"A","MnP",0.0855,"MBTH/DMAB"
"B4",10,"B","MnP",0.0663,"MBTH/DMAB"
"B5",10,"A_H2O2","HoP",0.6969,"MBTH/DMAB"
"B6",10,"B_H2O2","HoP",0.6598,"MBTH/DMAB"
"B7",10,"A","HoP",0.0856,"MBTH/DMAB"
"B8",10,"B","HoP",0.0867,"MBTH/DMAB"
"C1",10,"A_H2O2","MnP",0.8032,"MBTH/DMAB"
"C2",10,"B_H2O2","MnP",0.0732,"MBTH/DMAB"
"C3",10,"A","MnP",0.0851,"MBTH/DMAB"
"C4",10,"B","MnP",0.0675,"MBTH/DMAB"
"C5",10,"A_H2O2","HoP",0.6868,"MBTH/DMAB"
"C6",10,"B_H2O2","HoP",0.7403,"MBTH/DMAB"
"C7",10,"A","HoP",0.0861,"MBTH/DMAB"
"C8",10,"B","HoP",0.0877,"MBTH/DMAB"
"D1",10,"A_H2O2","MnP",0.7794,"MBTH/DMAB"
"D2",10,"B_H2O2","MnP",0.0709,"MBTH/DMAB"
"D3",10,"A","MnP",0.0853,"MBTH/DMAB"
"D4",10,"B","MnP",0.0683,"MBTH/DMAB"
"D5",10,"A_H2O2","HoP",0.6835,"MBTH/DMAB"
"D6",10,"B_H2O2","HoP",0.6645,"MBTH/DMAB"
"D7",10,"A","HoP",0.0865,"MBTH/DMAB"
"D8",10,"B","HoP",0.0882,"MBTH/DMAB"
"A1",10.5,"A_H2O2","MnP",0.7319,"MBTH/DMAB"
"A2",10.5,"B_H2O2","MnP",0.0655,"MBTH/DMAB"
"A3",10.5,"A","MnP",0.0856,"MBTH/DMAB"
"A4",10.5,"B","MnP",0.0653,"MBTH/DMAB"
"A5",10.5,"A_H2O2","HoP",0.6963,"MBTH/DMAB"
"A6",10.5,"B_H2O2","HoP",0.7191,"MBTH/DMAB"
"A7",10.5,"A","HoP",0.0867,"MBTH/DMAB"
"A8",10.5,"B","HoP",0.087,"MBTH/DMAB"
"B1",10.5,"A_H2O2","MnP",0.9529,"MBTH/DMAB"
"B2",10.5,"B_H2O2","MnP",0.0695,"MBTH/DMAB"
"B3",10.5,"A","MnP",0.086,"MBTH/DMAB"
"B4",10.5,"B","MnP",0.0669,"MBTH/DMAB"
"B5",10.5,"A_H2O2","HoP",0.7183,"MBTH/DMAB"
"B6",10.5,"B_H2O2","HoP",0.6833,"MBTH/DMAB"
"B7",10.5,"A","HoP",0.0863,"MBTH/DMAB"
"B8",10.5,"B","HoP",0.0868,"MBTH/DMAB"
"C1",10.5,"A_H2O2","MnP",0.8311,"MBTH/DMAB"
"C2",10.5,"B_H2O2","MnP",0.0738,"MBTH/DMAB"
"C3",10.5,"A","MnP",0.0848,"MBTH/DMAB"
"C4",10.5,"B","MnP",0.0685,"MBTH/DMAB"
"C5",10.5,"A_H2O2","HoP",0.7115,"MBTH/DMAB"
"C6",10.5,"B_H2O2","HoP",0.7652,"MBTH/DMAB"
"C7",10.5,"A","HoP",0.0867,"MBTH/DMAB"
"C8",10.5,"B","HoP",0.0881,"MBTH/DMAB"
"D1",10.5,"A_H2O2","MnP",0.8005,"MBTH/DMAB"
"D2",10.5,"B_H2O2","MnP",0.0713,"MBTH/DMAB"
"D3",10.5,"A","MnP",0.085,"MBTH/DMAB"
"D4",10.5,"B","MnP",0.0685,"MBTH/DMAB"
"D5",10.5,"A_H2O2","HoP",0.7129,"MBTH/DMAB"
"D6",10.5,"B_H2O2","HoP",0.6928,"MBTH/DMAB"
"D7",10.5,"A","HoP",0.0865,"MBTH/DMAB"
"D8",10.5,"B","HoP",0.0885,"MBTH/DMAB"
"A1",11,"A_H2O2","MnP",0.7556,"MBTH/DMAB"
"A2",11,"B_H2O2","MnP",0.0663,"MBTH/DMAB"
"A3",11,"A","MnP",0.0856,"MBTH/DMAB"
"A4",11,"B","MnP",0.0657,"MBTH/DMAB"
"A5",11,"A_H2O2","HoP",0.7217,"MBTH/DMAB"
"A6",11,"B_H2O2","HoP",0.7385,"MBTH/DMAB"
"A7",11,"A","HoP",0.0861,"MBTH/DMAB"
"A8",11,"B","HoP",0.0873,"MBTH/DMAB"
"B1",11,"A_H2O2","MnP",0.9846,"MBTH/DMAB"
"B2",11,"B_H2O2","MnP",0.0699,"MBTH/DMAB"
"B3",11,"A","MnP",0.0853,"MBTH/DMAB"
"B4",11,"B","MnP",0.067,"MBTH/DMAB"
"B5",11,"A_H2O2","HoP",0.7406,"MBTH/DMAB"
"B6",11,"B_H2O2","HoP",0.7067,"MBTH/DMAB"
"B7",11,"A","HoP",0.0863,"MBTH/DMAB"
"B8",11,"B","HoP",0.0876,"MBTH/DMAB"
"C1",11,"A_H2O2","MnP",0.8555,"MBTH/DMAB"
"C2",11,"B_H2O2","MnP",0.0745,"MBTH/DMAB"
"C3",11,"A","MnP",0.0849,"MBTH/DMAB"
"C4",11,"B","MnP",0.0686,"MBTH/DMAB"
"C5",11,"A_H2O2","HoP",0.7344,"MBTH/DMAB"
"C6",11,"B_H2O2","HoP",0.7864,"MBTH/DMAB"
"C7",11,"A","HoP",0.0868,"MBTH/DMAB"
"C8",11,"B","HoP",0.0886,"MBTH/DMAB"
"D1",11,"A_H2O2","MnP",0.8267,"MBTH/DMAB"
"D2",11,"B_H2O2","MnP",0.0723,"MBTH/DMAB"
"D3",11,"A","MnP",0.0852,"MBTH/DMAB"
"D4",11,"B","MnP",0.0692,"MBTH/DMAB"
"D5",11,"A_H2O2","HoP",0.7364,"MBTH/DMAB"
"D6",11,"B_H2O2","HoP",0.72,"MBTH/DMAB"
"D7",11,"A","HoP",0.0868,"MBTH/DMAB"
"D8",11,"B","HoP",0.0887,"MBTH/DMAB"
"A1",11.5,"A_H2O2","MnP",0.7763,"MBTH/DMAB"
"A2",11.5,"B_H2O2","MnP",0.0669,"MBTH/DMAB"
"A3",11.5,"A","MnP",0.0857,"MBTH/DMAB"
"A4",11.5,"B","MnP",0.0661,"MBTH/DMAB"
"A5",11.5,"A_H2O2","HoP",0.7459,"MBTH/DMAB"
"A6",11.5,"B_H2O2","HoP",0.762,"MBTH/DMAB"
"A7",11.5,"A","HoP",0.0862,"MBTH/DMAB"
"A8",11.5,"B","HoP",0.0871,"MBTH/DMAB"
"B1",11.5,"A_H2O2","MnP",1.0138,"MBTH/DMAB"
"B2",11.5,"B_H2O2","MnP",0.0704,"MBTH/DMAB"
"B3",11.5,"A","MnP",0.0857,"MBTH/DMAB"
"B4",11.5,"B","MnP",0.0675,"MBTH/DMAB"
"B5",11.5,"A_H2O2","HoP",0.7601,"MBTH/DMAB"
"B6",11.5,"B_H2O2","HoP",0.7285,"MBTH/DMAB"
"B7",11.5,"A","HoP",0.0872,"MBTH/DMAB"
"B8",11.5,"B","HoP",0.0883,"MBTH/DMAB"
"C1",11.5,"A_H2O2","MnP",0.8789,"MBTH/DMAB"
"C2",11.5,"B_H2O2","MnP",0.0749,"MBTH/DMAB"
"C3",11.5,"A","MnP",0.0854,"MBTH/DMAB"
"C4",11.5,"B","MnP",0.069,"MBTH/DMAB"
"C5",11.5,"A_H2O2","HoP",0.7525,"MBTH/DMAB"
"C6",11.5,"B_H2O2","HoP",0.8067,"MBTH/DMAB"
"C7",11.5,"A","HoP",0.0873,"MBTH/DMAB"
"C8",11.5,"B","HoP",0.0892,"MBTH/DMAB"
"D1",11.5,"A_H2O2","MnP",0.8479,"MBTH/DMAB"
"D2",11.5,"B_H2O2","MnP",0.0728,"MBTH/DMAB"
"D3",11.5,"A","MnP",0.0856,"MBTH/DMAB"
"D4",11.5,"B","MnP",0.0691,"MBTH/DMAB"
"D5",11.5,"A_H2O2","HoP",0.7622,"MBTH/DMAB"
"D6",11.5,"B_H2O2","HoP",0.7474,"MBTH/DMAB"
"D7",11.5,"A","HoP",0.0872,"MBTH/DMAB"
"D8",11.5,"B","HoP",0.0897,"MBTH/DMAB"
"A1",12,"A_H2O2","MnP",0.7982,"MBTH/DMAB"
"A2",12,"B_H2O2","MnP",0.0672,"MBTH/DMAB"
"A3",12,"A","MnP",0.0856,"MBTH/DMAB"
"A4",12,"B","MnP",0.0665,"MBTH/DMAB"
"A5",12,"A_H2O2","HoP",0.7691,"MBTH/DMAB"
"A6",12,"B_H2O2","HoP",0.7872,"MBTH/DMAB"
"A7",12,"A","HoP",0.0867,"MBTH/DMAB"
"A8",12,"B","HoP",0.0882,"MBTH/DMAB"
"B1",12,"A_H2O2","MnP",1.0422,"MBTH/DMAB"
"B2",12,"B_H2O2","MnP",0.0714,"MBTH/DMAB"
"B3",12,"A","MnP",0.0855,"MBTH/DMAB"
"B4",12,"B","MnP",0.0675,"MBTH/DMAB"
"B5",12,"A_H2O2","HoP",0.7808,"MBTH/DMAB"
"B6",12,"B_H2O2","HoP",0.749,"MBTH/DMAB"
"B7",12,"A","HoP",0.0871,"MBTH/DMAB"
"B8",12,"B","HoP",0.0876,"MBTH/DMAB"
"C1",12,"A_H2O2","MnP",0.9035,"MBTH/DMAB"
"C2",12,"B_H2O2","MnP",0.075,"MBTH/DMAB"
"C3",12,"A","MnP",0.0853,"MBTH/DMAB"
"C4",12,"B","MnP",0.0691,"MBTH/DMAB"
"C5",12,"A_H2O2","HoP",0.766,"MBTH/DMAB"
"C6",12,"B_H2O2","HoP",0.8247,"MBTH/DMAB"
"C7",12,"A","HoP",0.0877,"MBTH/DMAB"
"C8",12,"B","HoP",0.0889,"MBTH/DMAB"
"D1",12,"A_H2O2","MnP",0.874,"MBTH/DMAB"
"D2",12,"B_H2O2","MnP",0.0728,"MBTH/DMAB"
"D3",12,"A","MnP",0.0856,"MBTH/DMAB"
"D4",12,"B","MnP",0.0692,"MBTH/DMAB"
"D5",12,"A_H2O2","HoP",0.7823,"MBTH/DMAB"
"D6",12,"B_H2O2","HoP",0.7752,"MBTH/DMAB"
"D7",12,"A","HoP",0.0874,"MBTH/DMAB"
"D8",12,"B","HoP",0.089,"MBTH/DMAB"
"A1",12.5,"A_H2O2","MnP",0.8173,"MBTH/DMAB"
"A2",12.5,"B_H2O2","MnP",0.0678,"MBTH/DMAB"
"A3",12.5,"A","MnP",0.0858,"MBTH/DMAB"
"A4",12.5,"B","MnP",0.0668,"MBTH/DMAB"
"A5",12.5,"A_H2O2","HoP",0.7954,"MBTH/DMAB"
"A6",12.5,"B_H2O2","HoP",0.8142,"MBTH/DMAB"
"A7",12.5,"A","HoP",0.0876,"MBTH/DMAB"
"A8",12.5,"B","HoP",0.0883,"MBTH/DMAB"
"B1",12.5,"A_H2O2","MnP",1.0679,"MBTH/DMAB"
"B2",12.5,"B_H2O2","MnP",0.0713,"MBTH/DMAB"
"B3",12.5,"A","MnP",0.0858,"MBTH/DMAB"
"B4",12.5,"B","MnP",0.0684,"MBTH/DMAB"
"B5",12.5,"A_H2O2","HoP",0.7993,"MBTH/DMAB"
"B6",12.5,"B_H2O2","HoP",0.767,"MBTH/DMAB"
"B7",12.5,"A","HoP",0.0877,"MBTH/DMAB"
"B8",12.5,"B","HoP",0.088,"MBTH/DMAB"
"C1",12.5,"A_H2O2","MnP",0.9233,"MBTH/DMAB"
"C2",12.5,"B_H2O2","MnP",0.0757,"MBTH/DMAB"
"C3",12.5,"A","MnP",0.0855,"MBTH/DMAB"
"C4",12.5,"B","MnP",0.0698,"MBTH/DMAB"
"C5",12.5,"A_H2O2","HoP",0.7806,"MBTH/DMAB"
"C6",12.5,"B_H2O2","HoP",0.8387,"MBTH/DMAB"
"C7",12.5,"A","HoP",0.0878,"MBTH/DMAB"
"C8",12.5,"B","HoP",0.0897,"MBTH/DMAB"
"D1",12.5,"A_H2O2","MnP",0.8899,"MBTH/DMAB"
"D2",12.5,"B_H2O2","MnP",0.0739,"MBTH/DMAB"
"D3",12.5,"A","MnP",0.0863,"MBTH/DMAB"
"D4",12.5,"B","MnP",0.0698,"MBTH/DMAB"
"D5",12.5,"A_H2O2","HoP",0.8087,"MBTH/DMAB"
"D6",12.5,"B_H2O2","HoP",0.7951,"MBTH/DMAB"
"D7",12.5,"A","HoP",0.0879,"MBTH/DMAB"
